,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can the user experience be adapted based on their interaction history with the system?,0.4998
1,What is an interactive software system?,How can the user experience be adapted based on their interaction history with the system?,0.4709
2,What is a complex interactive computer system?,"What are the capabilities of users in terms of cognitive, motor, sensorial, and speech functions?",0.4687
3,What does make up the user interface of an interactive computer system?,How can the user experience be adapted based on their interaction history with the system?,0.5701
4,What is a User?,What activities and participations can a user perform in the information society according to their capabilities?,0.4873
5,How can a user interact in human–computer interactions?,How can the user experience be adapted based on their interaction history with the system?,0.5683
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can the user experience be adapted based on their interaction history with the system?,0.5592
7,Why does a user intentionally interact with an interactive computer system?,How can the user experience be adapted based on their interaction history with the system?,0.553
8,What does make up a complex user participation?,What activities and participations can a user perform in the information society according to their capabilities?,0.6257
9,What is a human–computer interaction?,"What are the capabilities of users in terms of cognitive, motor, sensorial, and speech functions?",0.508
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What activities and participations can a user perform in the information society according to their capabilities?,0.5604
11,How is a user input processed by an interactive computer system?,How can the user experience be adapted based on their interaction history with the system?,0.4957
12,How does a user receive an output from an interactive computer system?,How can the user experience be adapted based on their interaction history with the system?,0.4507
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can the user experience be adapted based on their interaction history with the system?,0.4817
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user satisfaction be measured and improved through tailored assistive technologies?,0.514
