,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,In what ways is the interaction ontology used to enhance user experience and satisfaction?,0.4887
1,What is an interactive software system?,In what ways is the interaction ontology used to enhance user experience and satisfaction?,0.4932
2,What is a complex interactive computer system?,What physical devices are used for input and output interactions in HCI?,0.4806
3,What does make up the user interface of an interactive computer system?,What role do user profiles play in the adaptation of user interfaces?,0.5241
4,What is a User?,What role do user profiles play in the adaptation of user interfaces?,0.4198
5,How can a user interact in human–computer interactions?,In what ways is the interaction ontology used to enhance user experience and satisfaction?,0.4873
6,"Considering intentionality, how can a user interact with an interactive computer system?",In what ways is the interaction ontology used to enhance user experience and satisfaction?,0.4204
7,Why does a user intentionally interact with an interactive computer system?,How do user capabilities influence the selection of interaction modalities?,0.4576
8,What does make up a complex user participation?,How do user capabilities influence the selection of interaction modalities?,0.4562
9,What is a human–computer interaction?,What physical devices are used for input and output interactions in HCI?,0.472
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user capabilities influence the selection of interaction modalities?,0.4732
11,How is a user input processed by an interactive computer system?,What physical devices are used for input and output interactions in HCI?,0.5251
12,How does a user receive an output from an interactive computer system?,What physical devices are used for input and output interactions in HCI?,0.5039
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What physical devices are used for input and output interactions in HCI?,0.5535
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,"What methods are used to measure and categorize user capabilities such as cognitive, motor, and speech abilities?",0.4928
