,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can multimodal interaction systems be designed to support users with disabilities?,0.4924
1,What is an interactive software system?,How does user modeling integrate with adaptive interaction systems?,0.4747
2,What is a complex interactive computer system?,How can multimodal interaction systems be designed to support users with disabilities?,0.479
3,What does make up the user interface of an interactive computer system?,How does user modeling integrate with adaptive interaction systems?,0.5245
4,What is a User?,Which activities and participations can users perform based on their capabilities in the information society?,0.4716
5,How can a user interact in human–computer interactions?,How can multimodal interaction systems be designed to support users with disabilities?,0.5828
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can multimodal interaction systems be designed to support users with disabilities?,0.5344
7,Why does a user intentionally interact with an interactive computer system?,How can multimodal interaction systems be designed to support users with disabilities?,0.5131
8,What does make up a complex user participation?,Which activities and participations can users perform based on their capabilities in the information society?,0.6188
9,What is a human–computer interaction?,How can multimodal interaction systems be designed to support users with disabilities?,0.4765
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",Which activities and participations can users perform based on their capabilities in the information society?,0.5667
11,How is a user input processed by an interactive computer system?,How does user modeling integrate with adaptive interaction systems?,0.4987
12,How does a user receive an output from an interactive computer system?,How can multimodal interaction systems be designed to support users with disabilities?,0.3956
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does user modeling integrate with adaptive interaction systems?,0.4888
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user activities be inferred to suggest suitable technology?,0.4548
