,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of a human-computer interaction system?,0.6599
1,What is an interactive software system?,What are the core components of a human-computer interaction system?,0.5577
2,What is a complex interactive computer system?,What are the core components of a human-computer interaction system?,0.6786
3,What does make up the user interface of an interactive computer system?,What are the core components of a human-computer interaction system?,0.714
4,What is a User?,How are user capabilities modeled in an HCI ontology?,0.3687
5,How can a user interact in human–computer interactions?,What are the core components of a human-computer interaction system?,0.6424
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of a human-computer interaction system?,0.523
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of a human-computer interaction system?,0.5334
8,What does make up a complex user participation?,What are the high-level activities that users can perform in HCI according to their capabilities?,0.4775
9,What is a human–computer interaction?,What are the core components of a human-computer interaction system?,0.7012
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does an HCI ontology model the interaction between users and ICT devices?,0.4524
11,How is a user input processed by an interactive computer system?,What are the core components of a human-computer interaction system?,0.5449
12,How does a user receive an output from an interactive computer system?,What are the core components of a human-computer interaction system?,0.438
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core components of a human-computer interaction system?,0.5272
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of a human-computer interaction system?,0.4598
