,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What formal relationships exist between user characteristics and interactive components in an HCI ontology?,0.5459
1,What is an interactive software system?,What formal relationships exist between user characteristics and interactive components in an HCI ontology?,0.5377
2,What is a complex interactive computer system?,What are the different input and output technologies relevant for user interaction in HCI?,0.5344
3,What does make up the user interface of an interactive computer system?,How can different user capabilities influence the interaction with computer systems?,0.6244
4,What is a User?,What are the common activities performed by users in different contexts of use?,0.4931
5,How can a user interact in human–computer interactions?,How can different user capabilities influence the interaction with computer systems?,0.6335
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can different user capabilities influence the interaction with computer systems?,0.5572
7,Why does a user intentionally interact with an interactive computer system?,How can different user capabilities influence the interaction with computer systems?,0.6198
8,What does make up a complex user participation?,What are the common activities performed by users in different contexts of use?,0.5178
9,What is a human–computer interaction?,What are the core user characteristics to be modeled in Human-Computer Interaction (HCI)?,0.6123
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can different user capabilities influence the interaction with computer systems?,0.5744
11,How is a user input processed by an interactive computer system?,What are the different input and output technologies relevant for user interaction in HCI?,0.5772
12,How does a user receive an output from an interactive computer system?,What are the different input and output technologies relevant for user interaction in HCI?,0.5427
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different input and output technologies relevant for user interaction in HCI?,0.6145
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,Which cognitive functions are relevant for modeling user interaction in HCI?,0.5022
