,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system in HCI?,0.7244
1,What is an interactive software system?,What are the core components of an interactive system in HCI?,0.6682
2,What is a complex interactive computer system?,What are the core components of an interactive system in HCI?,0.7261
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system in HCI?,0.7599
4,What is a User?,How does user profile information contribute to customizing user interfaces?,0.3533
5,How can a user interact in human–computer interactions?,How can ontologies support the representation and reasoning of user interactions?,0.5765
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of an interactive system in HCI?,0.5546
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of an interactive system in HCI?,0.5698
8,What does make up a complex user participation?,How are daily activities and user interactions represented in an HCI ontology?,0.498
9,What is a human–computer interaction?,What are the core components of an interactive system in HCI?,0.6049
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can ontologies support the representation and reasoning of user interactions?,0.4494
11,How is a user input processed by an interactive computer system?,What types of input and output modes are utilized in interactive systems?,0.6807
12,How does a user receive an output from an interactive computer system?,What types of input and output modes are utilized in interactive systems?,0.6609
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modes are utilized in interactive systems?,0.7024
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of an interactive system in HCI?,0.4055
