,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an interactive adaptive system?,0.6519
1,What is an interactive software system?,What are the key components of an interactive adaptive system?,0.6041
2,What is a complex interactive computer system?,What are the key components of an interactive adaptive system?,0.6252
3,What does make up the user interface of an interactive computer system?,What are the key components of an interactive adaptive system?,0.6667
4,What is a User?,What types of activities can be performed by users with different capabilities?,0.4692
5,How can a user interact in human–computer interactions?,What types of input and output modalities are used in human-computer interactions?,0.6457
6,"Considering intentionality, how can a user interact with an interactive computer system?",What methods can be used to evaluate the effectiveness of adaptations in interactive systems?,0.5263
7,Why does a user intentionally interact with an interactive computer system?,What types of input and output modalities are used in human-computer interactions?,0.5019
8,What does make up a complex user participation?,What types of activities can be performed by users with different capabilities?,0.5111
9,What is a human–computer interaction?,What types of input and output modalities are used in human-computer interactions?,0.6082
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What types of activities can be performed by users with different capabilities?,0.4952
11,How is a user input processed by an interactive computer system?,What types of input and output modalities are used in human-computer interactions?,0.6358
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities are used in human-computer interactions?,0.5814
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are used in human-computer interactions?,0.6755
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods can be used to evaluate the effectiveness of adaptations in interactive systems?,0.4917
