,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of a human-computer interaction system?,0.7059
1,What is an interactive software system?,What are the main components of a human-computer interaction system?,0.6108
2,What is a complex interactive computer system?,What are the main components of a human-computer interaction system?,0.7127
3,What does make up the user interface of an interactive computer system?,What are the main components of a human-computer interaction system?,0.7477
4,What is a User?,How do user abilities affect their interaction with computing systems?,0.3882
5,How can a user interact in human–computer interactions?,What are the main components of a human-computer interaction system?,0.6933
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do user abilities affect their interaction with computing systems?,0.6089
7,Why does a user intentionally interact with an interactive computer system?,How do user abilities affect their interaction with computing systems?,0.6277
8,What does make up a complex user participation?,How do user abilities affect their interaction with computing systems?,0.4842
9,What is a human–computer interaction?,What are the main components of a human-computer interaction system?,0.7551
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user abilities affect their interaction with computing systems?,0.5396
11,How is a user input processed by an interactive computer system?,How does the use of multimodal input systems improve user interaction?,0.6339
12,How does a user receive an output from an interactive computer system?,What are the main components of a human-computer interaction system?,0.4937
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the use of multimodal input systems improve user interaction?,0.5883
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do user abilities affect their interaction with computing systems?,0.5135
