,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can user preferences and skills be integrated into the design of interactive systems?,0.6826
1,What is an interactive software system?,How can user preferences and skills be integrated into the design of interactive systems?,0.6616
2,What is a complex interactive computer system?,How can user preferences and skills be integrated into the design of interactive systems?,0.6249
3,What does make up the user interface of an interactive computer system?,How can user preferences and skills be integrated into the design of interactive systems?,0.7253
4,What is a User?,What activities and participations can a user perform based on their capabilities?,0.5117
5,How can a user interact in human–computer interactions?,How can user preferences and skills be integrated into the design of interactive systems?,0.6092
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user preferences and skills be integrated into the design of interactive systems?,0.6434
7,Why does a user intentionally interact with an interactive computer system?,How can user preferences and skills be integrated into the design of interactive systems?,0.626
8,What does make up a complex user participation?,What activities and participations can a user perform based on their capabilities?,0.6828
9,What is a human–computer interaction?,How can user preferences and skills be integrated into the design of interactive systems?,0.5207
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What activities and participations can a user perform based on their capabilities?,0.6156
11,How is a user input processed by an interactive computer system?,How can user preferences and skills be integrated into the design of interactive systems?,0.5991
12,How does a user receive an output from an interactive computer system?,How can user preferences and skills be integrated into the design of interactive systems?,0.4933
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can user preferences and skills be integrated into the design of interactive systems?,0.568
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user satisfaction be measured and improved through adaptive interaction techniques?,0.5023
