,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.554
1,What is an interactive software system?,What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.4979
2,What is a complex interactive computer system?,What are the essential semantic relationships between interaction components in HCI systems?,0.5764
3,What does make up the user interface of an interactive computer system?,What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.6527
4,What is a User?,What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.5261
5,How can a user interact in human–computer interactions?,What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.6819
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.5302
7,Why does a user intentionally interact with an interactive computer system?,How does the context of use impact the interaction between users and HCI systems?,0.5803
8,What does make up a complex user participation?,What activities and participations can a user perform in the information society according to their capabilities?,0.6257
9,What is a human–computer interaction?,What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.6866
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What activities and participations can a user perform in the information society according to their capabilities?,0.5604
11,How is a user input processed by an interactive computer system?,How do different modalities (input and output) influence user interaction in HCI?,0.5527
12,How does a user receive an output from an interactive computer system?,How do different modalities (input and output) influence user interaction in HCI?,0.491
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do different modalities (input and output) influence user interaction in HCI?,0.5859
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the defining characteristics of a user in Human-Computer Interaction (HCI)?,0.5112
