,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different modalities of interaction in user interfaces?,0.5201
1,What is an interactive software system?,What are the different modalities of interaction in user interfaces?,0.4821
2,What is a complex interactive computer system?,What are the different modalities of interaction in user interfaces?,0.5172
3,What does make up the user interface of an interactive computer system?,What are the different modalities of interaction in user interfaces?,0.6639
4,What is a User?,What are the main categories of users in HCI?,0.4992
5,How can a user interact in human–computer interactions?,How do different user impairments influence interaction with computer systems?,0.6333
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do different user impairments influence interaction with computer systems?,0.5398
7,Why does a user intentionally interact with an interactive computer system?,How do different user impairments influence interaction with computer systems?,0.551
8,What does make up a complex user participation?,What are the main categories of users in HCI?,0.5296
9,What is a human–computer interaction?,What are the different modalities of interaction in user interfaces?,0.5694
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do different user impairments influence interaction with computer systems?,0.5045
11,How is a user input processed by an interactive computer system?,How do different user impairments influence interaction with computer systems?,0.5066
12,How does a user receive an output from an interactive computer system?,How do different user impairments influence interaction with computer systems?,0.4562
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do different user impairments influence interaction with computer systems?,0.5186
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user satisfaction be measured in HCI adaptations?,0.5398
