,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components involved in human-computer interaction?,0.5932
1,What is an interactive software system?,What types of input and output modalities are used in human-computer interaction systems?,0.4833
2,What is a complex interactive computer system?,What are the core components involved in human-computer interaction?,0.6203
3,What does make up the user interface of an interactive computer system?,What are the core components involved in human-computer interaction?,0.663
4,What is a User?,How are user activities and tasks categorized in the context of human-computer interaction?,0.4256
5,How can a user interact in human–computer interactions?,What are the core components involved in human-computer interaction?,0.6742
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components involved in human-computer interaction?,0.4991
7,Why does a user intentionally interact with an interactive computer system?,What are the core components involved in human-computer interaction?,0.4979
8,What does make up a complex user participation?,How are user activities and tasks categorized in the context of human-computer interaction?,0.5126
9,What is a human–computer interaction?,What are the core components involved in human-computer interaction?,0.7226
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How are user activities and tasks categorized in the context of human-computer interaction?,0.5088
11,How is a user input processed by an interactive computer system?,What types of input and output modalities are used in human-computer interaction systems?,0.6326
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities are used in human-computer interaction systems?,0.5785
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are used in human-computer interaction systems?,0.6767
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user satisfaction be measured and improved through personalized user interfaces?,0.5251
