,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of user interactions are possible in HCI systems?,0.6246
1,What is an interactive software system?,What types of user interactions are possible in HCI systems?,0.5862
2,What is a complex interactive computer system?,What are the core components of Human-Computer Interaction (HCI) systems?,0.6631
3,What does make up the user interface of an interactive computer system?,What are the core components of Human-Computer Interaction (HCI) systems?,0.6739
4,What is a User?,How can an HCI system be personalized for individual users?,0.3861
5,How can a user interact in human–computer interactions?,What types of user interactions are possible in HCI systems?,0.7406
6,"Considering intentionality, how can a user interact with an interactive computer system?",What types of user interactions are possible in HCI systems?,0.6201
7,Why does a user intentionally interact with an interactive computer system?,What types of user interactions are possible in HCI systems?,0.6391
8,What does make up a complex user participation?,What types of user interactions are possible in HCI systems?,0.493
9,What is a human–computer interaction?,What are the core components of Human-Computer Interaction (HCI) systems?,0.7136
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What types of user interactions are possible in HCI systems?,0.5047
11,How is a user input processed by an interactive computer system?,What types of user interactions are possible in HCI systems?,0.5721
12,How does a user receive an output from an interactive computer system?,What types of user interactions are possible in HCI systems?,0.5286
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of user interactions are possible in HCI systems?,0.5532
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What criteria are used to evaluate the usability of an HCI system?,0.4959
