,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,"What are the criteria for determining the level of user interaction capabilities (Good, Moderate, Low, Severe) in HCI systems?",0.4452
1,What is an interactive software system?,How can ontological models be used to infer high-level information from user interaction data?,0.4196
2,What is a complex interactive computer system?,"How are concepts like tasks, actions, and operations modeled in the context of activity-centered design within HCI?",0.484
3,What does make up the user interface of an interactive computer system?,What are the primary user characteristics that influence the design of adaptive user interfaces?,0.6019
4,What is a User?,What are the primary user characteristics that influence the design of adaptive user interfaces?,0.3613
5,How can a user interact in human–computer interactions?,How can ontological models be used to infer high-level information from user interaction data?,0.534
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can ontological models be used to infer high-level information from user interaction data?,0.4689
7,Why does a user intentionally interact with an interactive computer system?,What are the primary user characteristics that influence the design of adaptive user interfaces?,0.4426
8,What does make up a complex user participation?,How can daily life activities of users be identified and modeled to support adaptive design in HCI?,0.4873
9,What is a human–computer interaction?,"How are concepts like tasks, actions, and operations modeled in the context of activity-centered design within HCI?",0.5302
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary user characteristics that influence the design of adaptive user interfaces?,0.4246
11,How is a user input processed by an interactive computer system?,How can multimodal systems be designed to accommodate various input and output methods?,0.53
12,How does a user receive an output from an interactive computer system?,How can multimodal systems be designed to accommodate various input and output methods?,0.5113
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can multimodal systems be designed to accommodate various input and output methods?,0.5551
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,"What are the criteria for determining the level of user interaction capabilities (Good, Moderate, Low, Severe) in HCI systems?",0.4727
