,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of interactive systems are covered by the ontology?,0.6745
1,What is an interactive software system?,What types of interactive systems are covered by the ontology?,0.6571
2,What is a complex interactive computer system?,What types of interactive systems are covered by the ontology?,0.6448
3,What does make up the user interface of an interactive computer system?,What are the different modalities through which users can interact with the system?,0.6682
4,What is a User?,What are the different modalities through which users can interact with the system?,0.5129
5,How can a user interact in human–computer interactions?,What basic actions do users perform in a human-computer interaction?,0.7968
6,"Considering intentionality, how can a user interact with an interactive computer system?",What basic actions do users perform in a human-computer interaction?,0.6124
7,Why does a user intentionally interact with an interactive computer system?,What are the different modalities through which users can interact with the system?,0.6011
8,What does make up a complex user participation?,What are the different modalities through which users can interact with the system?,0.5186
9,What is a human–computer interaction?,What basic actions do users perform in a human-computer interaction?,0.6882
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What basic actions do users perform in a human-computer interaction?,0.5214
11,How is a user input processed by an interactive computer system?,What input and output devices does the user utilize for interaction?,0.6672
12,How does a user receive an output from an interactive computer system?,What input and output devices does the user utilize for interaction?,0.6366
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What input and output devices does the user utilize for interaction?,0.6977
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What basic actions do users perform in a human-computer interaction?,0.5462
