,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main types of human-computer interaction?,0.6279
1,What is an interactive software system?,What are the main types of human-computer interaction?,0.5435
2,What is a complex interactive computer system?,What are the main types of human-computer interaction?,0.6625
3,What does make up the user interface of an interactive computer system?,What are the main types of human-computer interaction?,0.6478
4,What is a User?,How is user information modeled in HCI ontologies?,0.441
5,How can a user interact in human–computer interactions?,What are the main types of human-computer interaction?,0.7245
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can an HCI system adapt to user behavior in real-time?,0.5581
7,Why does a user intentionally interact with an interactive computer system?,How can an HCI system adapt to user behavior in real-time?,0.5576
8,What does make up a complex user participation?,What are the fundamental concepts of activity-centered design in HCI?,0.482
9,What is a human–computer interaction?,What are the main types of human-computer interaction?,0.7988
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do users interact with different types of devices and software?,0.4846
11,How is a user input processed by an interactive computer system?,How can an HCI system adapt to user behavior in real-time?,0.5237
12,How does a user receive an output from an interactive computer system?,How can an HCI system adapt to user behavior in real-time?,0.5156
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can an HCI system adapt to user behavior in real-time?,0.5078
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the methods for inferring user capabilities and needs based on their interaction with ICT?,0.4819
