,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of human-computer interaction?,0.6371
1,What is an interactive software system?,What are the common patterns for adaptations in interactive systems?,0.5767
2,What is a complex interactive computer system?,What are the main components of human-computer interaction?,0.6541
3,What does make up the user interface of an interactive computer system?,What are the main components of human-computer interaction?,0.69
4,What is a User?,How can user profiles be characterized in terms of abilities and disabilities?,0.4735
5,How can a user interact in human–computer interactions?,What are the main components of human-computer interaction?,0.7173
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of human-computer interaction?,0.5447
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of human-computer interaction?,0.5517
8,What does make up a complex user participation?,What are the main components of human-computer interaction?,0.4779
9,What is a human–computer interaction?,What are the main components of human-computer interaction?,0.7888
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main components of human-computer interaction?,0.4839
11,How is a user input processed by an interactive computer system?,How do different input and output modalities affect user interaction?,0.5658
12,How does a user receive an output from an interactive computer system?,How do different input and output modalities affect user interaction?,0.4952
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do different input and output modalities affect user interaction?,0.6103
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of human-computer interaction?,0.4685
