,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an interaction model in human-computer interaction?,0.6196
1,What is an interactive software system?,What are the main components of an interaction model in human-computer interaction?,0.5498
2,What is a complex interactive computer system?,What are the main components of an interaction model in human-computer interaction?,0.6379
3,What does make up the user interface of an interactive computer system?,What are the main components of an interaction model in human-computer interaction?,0.6789
4,What is a User?,What capabilities must a user possess to interact effectively with ICT systems?,0.4146
5,How can a user interact in human–computer interactions?,What are the main components of an interaction model in human-computer interaction?,0.6992
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do cognitive abilities impact a user’s interaction with computer systems?,0.6134
7,Why does a user intentionally interact with an interactive computer system?,How do cognitive abilities impact a user’s interaction with computer systems?,0.5939
8,What does make up a complex user participation?,What are the main components of an interaction model in human-computer interaction?,0.4716
9,What is a human–computer interaction?,What are the main components of an interaction model in human-computer interaction?,0.7091
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do cognitive abilities impact a user’s interaction with computer systems?,0.4847
11,How is a user input processed by an interactive computer system?,What are the main components of an interaction model in human-computer interaction?,0.5482
12,How does a user receive an output from an interactive computer system?,How do cognitive abilities impact a user’s interaction with computer systems?,0.4764
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main components of an interaction model in human-computer interaction?,0.5388
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do cognitive abilities impact a user’s interaction with computer systems?,0.5086
