,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What role do input modalities play in user interaction with a system?,0.5382
1,What is an interactive software system?,What role do input modalities play in user interaction with a system?,0.4766
2,What is a complex interactive computer system?,What are the different types of interaction components in HCI?,0.5534
3,What does make up the user interface of an interactive computer system?,What role do input modalities play in user interaction with a system?,0.6097
4,What is a User?,How does the system infer suitable interaction modalities based on user characteristics?,0.3576
5,How can a user interact in human–computer interactions?,How do assistive technologies influence user interactions in HCI?,0.6134
6,"Considering intentionality, how can a user interact with an interactive computer system?",What role do input modalities play in user interaction with a system?,0.5134
7,Why does a user intentionally interact with an interactive computer system?,What role do input modalities play in user interaction with a system?,0.5433
8,What does make up a complex user participation?,How does the system infer suitable interaction modalities based on user characteristics?,0.4659
9,What is a human–computer interaction?,What are the different types of interaction components in HCI?,0.5457
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do assistive technologies influence user interactions in HCI?,0.5453
11,How is a user input processed by an interactive computer system?,What role do input modalities play in user interaction with a system?,0.6817
12,How does a user receive an output from an interactive computer system?,What role do input modalities play in user interaction with a system?,0.4987
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What role do input modalities play in user interaction with a system?,0.6582
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary goals of user interface adaptation?,0.421
