,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an interaction ontology in human-computer interaction systems?,0.5836
1,What is an interactive software system?,What are the main components of an interaction ontology in human-computer interaction systems?,0.5446
2,What is a complex interactive computer system?,What are the main components of an interaction ontology in human-computer interaction systems?,0.5952
3,What does make up the user interface of an interactive computer system?,What types of input and output modalities are used in human-computer interaction?,0.6179
4,What is a User?,How can user characteristics influence the adaptation of user interfaces?,0.3452
5,How can a user interact in human–computer interactions?,What types of input and output modalities are used in human-computer interaction?,0.6099
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of an interaction ontology in human-computer interaction systems?,0.4863
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of an interaction ontology in human-computer interaction systems?,0.4718
8,What does make up a complex user participation?,"What is the relationship between capabilities, activities, and participation in the context of HCI?",0.552
9,What is a human–computer interaction?,What types of input and output modalities are used in human-computer interaction?,0.6104
10,"Considering the human–computer interaction, how can a user participation cause another user participation?","What is the relationship between capabilities, activities, and participation in the context of HCI?",0.4552
11,How is a user input processed by an interactive computer system?,What types of input and output modalities are used in human-computer interaction?,0.6269
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities are used in human-computer interaction?,0.5582
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are used in human-computer interaction?,0.6678
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What types of input and output modalities are used in human-computer interaction?,0.4253
