,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of interactions are possible between users and computer systems in an HCI context?,0.6612
1,What is an interactive software system?,What types of interactions are possible between users and computer systems in an HCI context?,0.5859
2,What is a complex interactive computer system?,What types of interactions are possible between users and computer systems in an HCI context?,0.6431
3,What does make up the user interface of an interactive computer system?,What types of interactions are possible between users and computer systems in an HCI context?,0.6991
4,What is a User?,What types of interactions are possible between users and computer systems in an HCI context?,0.3983
5,How can a user interact in human–computer interactions?,What types of interactions are possible between users and computer systems in an HCI context?,0.7827
6,"Considering intentionality, how can a user interact with an interactive computer system?",What types of interactions are possible between users and computer systems in an HCI context?,0.6766
7,Why does a user intentionally interact with an interactive computer system?,What types of interactions are possible between users and computer systems in an HCI context?,0.6952
8,What does make up a complex user participation?,How are user activities identified and modeled in an HCI ontology to facilitate Activity-Centered Design?,0.5166
9,What is a human–computer interaction?,What types of interactions are possible between users and computer systems in an HCI context?,0.6868
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What types of interactions are possible between users and computer systems in an HCI context?,0.5526
11,How is a user input processed by an interactive computer system?,What types of interactions are possible between users and computer systems in an HCI context?,0.5883
12,How does a user receive an output from an interactive computer system?,What types of interactions are possible between users and computer systems in an HCI context?,0.5592
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of interactions are possible between users and computer systems in an HCI context?,0.5818
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What types of interactions are possible between users and computer systems in an HCI context?,0.4363
