,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is user interaction data utilized to model adaptive systems?,0.5364
1,What is an interactive software system?,How is user interaction data utilized to model adaptive systems?,0.5201
2,What is a complex interactive computer system?,How is user interaction data utilized to model adaptive systems?,0.5058
3,What does make up the user interface of an interactive computer system?,How is user interaction data utilized to model adaptive systems?,0.5904
4,What is a User?,How can user profiles be characterized in terms of their interaction with ICTs?,0.477
5,How can a user interact in human–computer interactions?,How is user interaction data utilized to model adaptive systems?,0.5783
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is user interaction data utilized to model adaptive systems?,0.4981
7,Why does a user intentionally interact with an interactive computer system?,How is user interaction data utilized to model adaptive systems?,0.5253
8,What does make up a complex user participation?,How can different user activities be identified and modeled in HCI?,0.5132
9,What is a human–computer interaction?,What are the main components of an interaction ontology for HCI?,0.4992
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can different user activities be identified and modeled in HCI?,0.4813
11,How is a user input processed by an interactive computer system?,How is user interaction data utilized to model adaptive systems?,0.5659
12,How does a user receive an output from an interactive computer system?,How is user interaction data utilized to model adaptive systems?,0.4422
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is user interaction data utilized to model adaptive systems?,0.5529
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user satisfaction measured and improved using HCI ontologies?,0.4188
