,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the foundational principles of human-computer interaction (HCI)?,0.5371
1,What is an interactive software system?,What are the foundational principles of human-computer interaction (HCI)?,0.4545
2,What is a complex interactive computer system?,What are the foundational principles of human-computer interaction (HCI)?,0.5984
3,What does make up the user interface of an interactive computer system?,"What methods exist for capturing and utilizing users’ perceptual, cognitive, and motor capabilities in interface design?",0.6117
4,What is a User?,What role do ontologies play in personalizing user interfaces?,0.3636
5,How can a user interact in human–computer interactions?,What are the foundational principles of human-computer interaction (HCI)?,0.6368
6,"Considering intentionality, how can a user interact with an interactive computer system?","What methods exist for capturing and utilizing users’ perceptual, cognitive, and motor capabilities in interface design?",0.5504
7,Why does a user intentionally interact with an interactive computer system?,How do physical and logical interaction resources influence user interface design?,0.4942
8,What does make up a complex user participation?,How are user activities and contexts modeled in HCI ontologies?,0.4465
9,What is a human–computer interaction?,What are the foundational principles of human-computer interaction (HCI)?,0.6972
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does multimodal interaction improve user experience in HCI?,0.4347
11,How is a user input processed by an interactive computer system?,What are the foundational principles of human-computer interaction (HCI)?,0.4444
12,How does a user receive an output from an interactive computer system?,What are the differences between input and output modalities in HCI?,0.4257
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the differences between input and output modalities in HCI?,0.5032
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the foundational principles of human-computer interaction (HCI)?,0.4933
