,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is user behavior modeled to adapt interactive systems?,0.6811
1,What is an interactive software system?,How is user behavior modeled to adapt interactive systems?,0.6671
2,What is a complex interactive computer system?,How is user behavior modeled to adapt interactive systems?,0.6259
3,What does make up the user interface of an interactive computer system?,How is user behavior modeled to adapt interactive systems?,0.7209
4,What is a User?,Which activities can a user perform based on their capabilities?,0.4451
5,How can a user interact in human–computer interactions?,How is user behavior modeled to adapt interactive systems?,0.6372
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is user behavior modeled to adapt interactive systems?,0.6724
7,Why does a user intentionally interact with an interactive computer system?,How is user behavior modeled to adapt interactive systems?,0.6788
8,What does make up a complex user participation?,How is user behavior modeled to adapt interactive systems?,0.4934
9,What is a human–computer interaction?,What are the critical factors in designing multimodal interfaces for HCI?,0.5276
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is user behavior modeled to adapt interactive systems?,0.506
11,How is a user input processed by an interactive computer system?,How is user behavior modeled to adapt interactive systems?,0.6654
12,How does a user receive an output from an interactive computer system?,How is user behavior modeled to adapt interactive systems?,0.5751
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is user behavior modeled to adapt interactive systems?,0.6553
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user behavior modeled to adapt interactive systems?,0.4666
