,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.5165
1,What is an interactive software system?,How can ontologies be used to model the user-system interaction and guide the design of adaptable interfaces?,0.4766
2,What is a complex interactive computer system?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.5168
3,What does make up the user interface of an interactive computer system?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.563
4,What is a User?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.4515
5,How can a user interact in human–computer interactions?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.6876
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.525
7,Why does a user intentionally interact with an interactive computer system?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.5315
8,What does make up a complex user participation?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.5308
9,What is a human–computer interaction?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.6308
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.5808
11,How is a user input processed by an interactive computer system?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.4285
12,How does a user receive an output from an interactive computer system?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.3977
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities can be utilized by users with specific disabilities?,0.4355
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the activities that users with different capabilities can perform in the context of human-computer interaction?,0.5094
