,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.5996
1,What is an interactive software system?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.554
2,What is a complex interactive computer system?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.5893
3,What does make up the user interface of an interactive computer system?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.6971
4,What is a User?,How can user profiles be modeled to enhance personalized user experiences?,0.41
5,How can a user interact in human–computer interactions?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.6438
6,"Considering intentionality, how can a user interact with an interactive computer system?",What is the role of multimodal interfaces in enhancing user-system interaction?,0.5607
7,Why does a user intentionally interact with an interactive computer system?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.6287
8,What does make up a complex user participation?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.4685
9,What is a human–computer interaction?,What is the role of multimodal interfaces in enhancing user-system interaction?,0.6023
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What is the role of multimodal interfaces in enhancing user-system interaction?,0.4863
11,How is a user input processed by an interactive computer system?,What are the common interaction components (input and output) in user interfaces?,0.5902
12,How does a user receive an output from an interactive computer system?,What are the common interaction components (input and output) in user interfaces?,0.5059
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the common interaction components (input and output) in user interfaces?,0.6154
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key factors influencing user satisfaction in HCI systems?,0.4492
