,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How are users characterized in terms of their interaction with computer systems?,0.6943
1,What is an interactive software system?,How can user preferences and behaviors be modeled and integrated into interactive systems?,0.6526
2,What is a complex interactive computer system?,How are users characterized in terms of their interaction with computer systems?,0.6482
3,What does make up the user interface of an interactive computer system?,How are users characterized in terms of their interaction with computer systems?,0.7389
4,What is a User?,How are users characterized in terms of their interaction with computer systems?,0.5756
5,How can a user interact in human–computer interactions?,How are users characterized in terms of their interaction with computer systems?,0.7589
6,"Considering intentionality, how can a user interact with an interactive computer system?",How are users characterized in terms of their interaction with computer systems?,0.6938
7,Why does a user intentionally interact with an interactive computer system?,How are users characterized in terms of their interaction with computer systems?,0.7322
8,What does make up a complex user participation?,How are users characterized in terms of their interaction with computer systems?,0.5715
9,What is a human–computer interaction?,What key concepts define the domain of human-computer interaction?,0.7663
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How are users characterized in terms of their interaction with computer systems?,0.5998
11,How is a user input processed by an interactive computer system?,What are the different input and output modalities used in human-computer interactions?,0.644
12,How does a user receive an output from an interactive computer system?,How are users characterized in terms of their interaction with computer systems?,0.6052
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different input and output modalities used in human-computer interactions?,0.6988
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How are users characterized in terms of their interaction with computer systems?,0.5145
