,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main characteristics of users interacting with a given ICT system?,0.6439
1,What is an interactive software system?,What are the main characteristics of users interacting with a given ICT system?,0.5567
2,What is a complex interactive computer system?,What are the main characteristics of users interacting with a given ICT system?,0.5985
3,What does make up the user interface of an interactive computer system?,What are the main characteristics of users interacting with a given ICT system?,0.6698
4,What is a User?,What are the main characteristics of users interacting with a given ICT system?,0.4552
5,How can a user interact in human–computer interactions?,What are the main characteristics of users interacting with a given ICT system?,0.6589
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main characteristics of users interacting with a given ICT system?,0.5731
7,Why does a user intentionally interact with an interactive computer system?,What are the main characteristics of users interacting with a given ICT system?,0.6026
8,What does make up a complex user participation?,How are activities performed by users in daily life identified and categorized in the context of HCI?,0.5163
9,What is a human–computer interaction?,What are the main characteristics of users interacting with a given ICT system?,0.5498
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main characteristics of users interacting with a given ICT system?,0.5386
11,How is a user input processed by an interactive computer system?,How can the interaction between users and a computer system be modeled to support adaptive interface design?,0.557
12,How does a user receive an output from an interactive computer system?,What are the main characteristics of users interacting with a given ICT system?,0.5168
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can the interaction between users and a computer system be modeled to support adaptive interface design?,0.5623
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main characteristics of users interacting with a given ICT system?,0.4017
