,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the common user goals when interacting with a computer system?,0.6643
1,What is an interactive software system?,What role does user feedback play in the iterative design of interactive systems?,0.5845
2,What is a complex interactive computer system?,What are the common user goals when interacting with a computer system?,0.6351
3,What does make up the user interface of an interactive computer system?,What are the common user goals when interacting with a computer system?,0.6878
4,What is a User?,What activities can users perform with a given set of capabilities?,0.4167
5,How can a user interact in human–computer interactions?,What are the common user goals when interacting with a computer system?,0.6543
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the common user goals when interacting with a computer system?,0.6461
7,Why does a user intentionally interact with an interactive computer system?,What are the common user goals when interacting with a computer system?,0.684
8,What does make up a complex user participation?,What are the common user goals when interacting with a computer system?,0.4834
9,What is a human–computer interaction?,How do environmental factors influence human-computer interaction?,0.6031
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user interactions be adapted based on their cognitive capabilities?,0.5317
11,How is a user input processed by an interactive computer system?,What are the common user goals when interacting with a computer system?,0.579
12,How does a user receive an output from an interactive computer system?,What are the common user goals when interacting with a computer system?,0.5948
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the common user goals when interacting with a computer system?,0.5793
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the common user goals when interacting with a computer system?,0.6016
