,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components involved in the interaction between a human and a computer system?,0.71
1,What is an interactive software system?,What are the essential requirements for an adaptive interactive system?,0.6119
2,What is a complex interactive computer system?,What are the main components involved in the interaction between a human and a computer system?,0.6979
3,What does make up the user interface of an interactive computer system?,What are the main components involved in the interaction between a human and a computer system?,0.747
4,What is a User?,How can user characteristics (e.g,0.6046
5,How can a user interact in human–computer interactions?,What are the main components involved in the interaction between a human and a computer system?,0.7382
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components involved in the interaction between a human and a computer system?,0.6066
7,Why does a user intentionally interact with an interactive computer system?,What are the main components involved in the interaction between a human and a computer system?,0.6104
8,What does make up a complex user participation?,How can user characteristics (e.g,0.5025
9,What is a human–computer interaction?,What are the main components involved in the interaction between a human and a computer system?,0.7443
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main components involved in the interaction between a human and a computer system?,0.4813
11,How is a user input processed by an interactive computer system?,What are the main components involved in the interaction between a human and a computer system?,0.6307
12,How does a user receive an output from an interactive computer system?,What are the main components involved in the interaction between a human and a computer system?,0.5642
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are commonly used in human-computer interaction?,0.6325
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can we measure user satisfaction in adaptive interactive systems?,0.5432
