,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main characteristics of a user interacting with a computer system?,0.7103
1,What is an interactive software system?,How does the capability of a user to perform activities influence the design of interactive systems?,0.6336
2,What is a complex interactive computer system?,What are the main characteristics of a user interacting with a computer system?,0.6595
3,What does make up the user interface of an interactive computer system?,What are the main characteristics of a user interacting with a computer system?,0.7621
4,What is a User?,What are the main characteristics of a user interacting with a computer system?,0.4714
5,How can a user interact in human–computer interactions?,What are the main characteristics of a user interacting with a computer system?,0.7255
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main characteristics of a user interacting with a computer system?,0.6691
7,Why does a user intentionally interact with an interactive computer system?,How does the capability of a user to perform activities influence the design of interactive systems?,0.7022
8,What does make up a complex user participation?,How does the capability of a user to perform activities influence the design of interactive systems?,0.5446
9,What is a human–computer interaction?,How are multimodal interfaces defined and what are their components in human-computer interaction?,0.6344
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does the capability of a user to perform activities influence the design of interactive systems?,0.5822
11,How is a user input processed by an interactive computer system?,What are the main characteristics of a user interacting with a computer system?,0.6372
12,How does a user receive an output from an interactive computer system?,What are the main characteristics of a user interacting with a computer system?,0.626
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do user characteristics influence the adaptation of input and output modalities in an interactive system?,0.6556
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How does the capability of a user to perform activities influence the design of interactive systems?,0.533
