,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main categories of input and output modes used in interactive interfaces?,0.5948
1,What is an interactive software system?,What relationships exist between user capabilities and the required support assistance in interactive systems?,0.5634
2,What is a complex interactive computer system?,What are the main categories of input and output modes used in interactive interfaces?,0.5714
3,What does make up the user interface of an interactive computer system?,What are the main categories of input and output modes used in interactive interfaces?,0.666
4,What is a User?,What physical and cognitive capabilities are required for specific user activities in human-computer interaction?,0.4018
5,How can a user interact in human–computer interactions?,What physical and cognitive capabilities are required for specific user activities in human-computer interaction?,0.6778
6,"Considering intentionality, how can a user interact with an interactive computer system?",What physical and cognitive capabilities are required for specific user activities in human-computer interaction?,0.5323
7,Why does a user intentionally interact with an interactive computer system?,How does the semantic representation of user interactions enhance adaptive HCI systems?,0.5483
8,What does make up a complex user participation?,What physical and cognitive capabilities are required for specific user activities in human-computer interaction?,0.4872
9,What is a human–computer interaction?,What physical and cognitive capabilities are required for specific user activities in human-computer interaction?,0.66
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What physical and cognitive capabilities are required for specific user activities in human-computer interaction?,0.5072
11,How is a user input processed by an interactive computer system?,What are the main categories of input and output modes used in interactive interfaces?,0.571
12,How does a user receive an output from an interactive computer system?,What are the main categories of input and output modes used in interactive interfaces?,0.5323
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main categories of input and output modes used in interactive interfaces?,0.5888
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What physical and cognitive capabilities are required for specific user activities in human-computer interaction?,0.5237
