,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.5387
1,What is an interactive software system?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.4775
2,What is a complex interactive computer system?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.5564
3,What does make up the user interface of an interactive computer system?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.6301
4,What is a User?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.4196
5,How can a user interact in human–computer interactions?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.6708
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.5111
7,Why does a user intentionally interact with an interactive computer system?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.5017
8,What does make up a complex user participation?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.5205
9,What is a human–computer interaction?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.6603
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.5022
11,How is a user input processed by an interactive computer system?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.4679
12,How does a user receive an output from an interactive computer system?,What are the different input and output modes used in HCI?,0.4417
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different input and output modes used in HCI?,0.4799
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the different types of user modalities in Human-Computer Interaction (HCI)?,0.4176
