,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key interaction components between humans and computers in HCI?,0.6095
1,What is an interactive software system?,What are the key interaction components between humans and computers in HCI?,0.502
2,What is a complex interactive computer system?,What are the key interaction components between humans and computers in HCI?,0.6274
3,What does make up the user interface of an interactive computer system?,What are the key interaction components between humans and computers in HCI?,0.6674
4,What is a User?,"How is user context (e.g., physical environment, user activities) represented and used in HCI?",0.4112
5,How can a user interact in human–computer interactions?,What are the key interaction components between humans and computers in HCI?,0.7372
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key interaction components between humans and computers in HCI?,0.549
7,Why does a user intentionally interact with an interactive computer system?,What are the key interaction components between humans and computers in HCI?,0.5563
8,What does make up a complex user participation?,How do individual user characteristics influence the selection of interaction modalities?,0.4924
9,What is a human–computer interaction?,What are the key interaction components between humans and computers in HCI?,0.7581
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do individual user characteristics influence the selection of interaction modalities?,0.5063
11,How is a user input processed by an interactive computer system?,What are the key interaction components between humans and computers in HCI?,0.5508
12,How does a user receive an output from an interactive computer system?,What are the key interaction components between humans and computers in HCI?,0.4556
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key interaction components between humans and computers in HCI?,0.5348
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key interaction components between humans and computers in HCI?,0.4647
