,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can user characteristics influence the design of an interactive system?,0.6537
1,What is an interactive software system?,How can user characteristics influence the design of an interactive system?,0.6172
2,What is a complex interactive computer system?,How can user characteristics influence the design of an interactive system?,0.5869
3,What does make up the user interface of an interactive computer system?,How can user characteristics influence the design of an interactive system?,0.7512
4,What is a User?,How can user characteristics influence the design of an interactive system?,0.4335
5,How can a user interact in human–computer interactions?,How can user characteristics influence the design of an interactive system?,0.6153
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user characteristics influence the design of an interactive system?,0.6561
7,Why does a user intentionally interact with an interactive computer system?,How can user characteristics influence the design of an interactive system?,0.7026
8,What does make up a complex user participation?,How can user characteristics influence the design of an interactive system?,0.5281
9,What is a human–computer interaction?,How does an individual's sensory capacity affect their interaction with a computer system?,0.5295
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence the design of an interactive system?,0.556
11,How is a user input processed by an interactive computer system?,How can user characteristics influence the design of an interactive system?,0.5992
12,How does a user receive an output from an interactive computer system?,How can user characteristics influence the design of an interactive system?,0.5479
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can user characteristics influence the design of an interactive system?,0.6006
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user characteristics influence the design of an interactive system?,0.4867
