,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.6178
1,What is an interactive software system?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.5455
2,What is a complex interactive computer system?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.63
3,What does make up the user interface of an interactive computer system?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.6484
4,What is a User?,What criteria does the interaction ontology use to define and categorize user characteristics?,0.4868
5,How can a user interact in human–computer interactions?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.673
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the fundamental components of human-computer interaction according to the interaction ontology?,0.5194
7,Why does a user intentionally interact with an interactive computer system?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.5102
8,What does make up a complex user participation?,What criteria does the interaction ontology use to define and categorize user characteristics?,0.4634
9,What is a human–computer interaction?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.7294
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the fundamental components of human-computer interaction according to the interaction ontology?,0.4368
11,How is a user input processed by an interactive computer system?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.5046
12,How does a user receive an output from an interactive computer system?,How does the interaction ontology differentiate between input and output modalities?,0.4225
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the interaction ontology differentiate between input and output modalities?,0.4984
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the fundamental components of human-computer interaction according to the interaction ontology?,0.4335
