,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What is the definition of a modality in the context of human-computer interaction?,0.5147
1,What is an interactive software system?,How does the interaction ontology support the automatic adaptation of user interfaces?,0.4576
2,What is a complex interactive computer system?,What is the definition of a modality in the context of human-computer interaction?,0.5097
3,What does make up the user interface of an interactive computer system?,What are the different types of user characteristics that impact the choice of interaction modalities?,0.5555
4,What is a User?,"What criteria define the levels of user capabilities (Good, Moderate, Low, Severe) in the ontology?",0.3862
5,How can a user interact in human–computer interactions?,What is the definition of a modality in the context of human-computer interaction?,0.5441
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does the interaction ontology support the automatic adaptation of user interfaces?,0.4714
7,Why does a user intentionally interact with an interactive computer system?,What are the different types of user characteristics that impact the choice of interaction modalities?,0.4675
8,What does make up a complex user participation?,What are the different types of user characteristics that impact the choice of interaction modalities?,0.4898
9,What is a human–computer interaction?,What is the definition of a modality in the context of human-computer interaction?,0.619
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the different types of user characteristics that impact the choice of interaction modalities?,0.4573
11,How is a user input processed by an interactive computer system?,How do input modalities differ from output modalities in an adaptive user interface?,0.4163
12,How does a user receive an output from an interactive computer system?,How do input modalities differ from output modalities in an adaptive user interface?,0.3476
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input modalities differ from output modalities in an adaptive user interface?,0.4594
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What is the definition of a modality in the context of human-computer interaction?,0.3976
