,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of an interactive system?,0.8108
1,What is an interactive software system?,What are the primary components of an interactive system?,0.7495
2,What is a complex interactive computer system?,What are the primary components of an interactive system?,0.7623
3,What does make up the user interface of an interactive computer system?,What are the primary components of an interactive system?,0.8127
4,What is a User?,How can user characteristics be modeled within an HCI ontology?,0.4201
5,How can a user interact in human–computer interactions?,What is the definition of Human-Computer Interaction (HCI)?,0.6398
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components of an interactive system?,0.6281
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components of an interactive system?,0.6299
8,What does make up a complex user participation?,What are the primary components of an interactive system?,0.4551
9,What is a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI)?,0.8431
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What is the definition of Human-Computer Interaction (HCI)?,0.4206
11,How is a user input processed by an interactive computer system?,What are the primary components of an interactive system?,0.6632
12,How does a user receive an output from an interactive computer system?,What are the primary components of an interactive system?,0.5826
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components of an interactive system?,0.6419
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI)?,0.4912
