,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.5827
1,What is an interactive software system?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.4979
2,What is a complex interactive computer system?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.6262
3,What does make up the user interface of an interactive computer system?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.6441
4,What is a User?,In what ways can ontologies be used to reason about user characteristics in HCI?,0.4206
5,How can a user interact in human–computer interactions?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.6652
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can multimodal interfaces enhance user interaction in HCI?,0.5094
7,Why does a user intentionally interact with an interactive computer system?,How can multimodal interfaces enhance user interaction in HCI?,0.5279
8,What does make up a complex user participation?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.4757
9,What is a human–computer interaction?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.7372
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can multimodal interfaces enhance user interaction in HCI?,0.4511
11,How is a user input processed by an interactive computer system?,What are the main input and output interaction modes in HCI?,0.526
12,How does a user receive an output from an interactive computer system?,What are the main input and output interaction modes in HCI?,0.5063
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main input and output interaction modes in HCI?,0.5609
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary components involved in Human-Computer Interaction (HCI)?,0.4551
