,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of a Human-Computer Interaction system?,0.6927
1,What is an interactive software system?,What are the key components of a Human-Computer Interaction system?,0.6052
2,What is a complex interactive computer system?,What are the key components of a Human-Computer Interaction system?,0.6981
3,What does make up the user interface of an interactive computer system?,What are the key components of a Human-Computer Interaction system?,0.7413
4,What is a User?,What rules are used to infer the most suitable interface for a specific user profile?,0.3315
5,How can a user interact in human–computer interactions?,What are the key components of a Human-Computer Interaction system?,0.7127
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key components of a Human-Computer Interaction system?,0.5763
7,Why does a user intentionally interact with an interactive computer system?,What are the key components of a Human-Computer Interaction system?,0.5784
8,What does make up a complex user participation?,What are the key components of a Human-Computer Interaction system?,0.4559
9,What is a human–computer interaction?,What are the key components of a Human-Computer Interaction system?,0.7403
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does the cognitive ability of a user affect the interaction design?,0.4679
11,How is a user input processed by an interactive computer system?,What are the key components of a Human-Computer Interaction system?,0.5914
12,How does a user receive an output from an interactive computer system?,What are the key components of a Human-Computer Interaction system?,0.4746
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key components of a Human-Computer Interaction system?,0.5652
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key components of a Human-Computer Interaction system?,0.4912
