,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What role does multimodality play in the design of HCI systems?,0.4841
1,What is an interactive software system?,What are the key physical and logical resources described by interaction ontologies?,0.427
2,What is a complex interactive computer system?,What role does multimodality play in the design of HCI systems?,0.545
3,What does make up the user interface of an interactive computer system?,How do user preferences and skills influence the design of personalized HCI systems?,0.5303
4,What is a User?,How can reasoning engines like Pellet be used to infer suitable interaction modalities based on user profiles?,0.3101
5,How can a user interact in human–computer interactions?,How do user preferences and skills influence the design of personalized HCI systems?,0.5045
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can reasoning engines like Pellet be used to infer suitable interaction modalities based on user profiles?,0.4979
7,Why does a user intentionally interact with an interactive computer system?,How do user preferences and skills influence the design of personalized HCI systems?,0.4925
8,What does make up a complex user participation?,How do user preferences and skills influence the design of personalized HCI systems?,0.4707
9,What is a human–computer interaction?,What role does multimodality play in the design of HCI systems?,0.4894
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user preferences and skills influence the design of personalized HCI systems?,0.4541
11,How is a user input processed by an interactive computer system?,How can reasoning engines like Pellet be used to infer suitable interaction modalities based on user profiles?,0.4417
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities are commonly used in HCI systems?,0.4294
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are commonly used in HCI systems?,0.4866
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do user preferences and skills influence the design of personalized HCI systems?,0.4291
