,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key physical and logical interaction resources considered in HCI?,0.5164
1,What is an interactive software system?,What are the key physical and logical interaction resources considered in HCI?,0.4628
2,What is a complex interactive computer system?,What are the key physical and logical interaction resources considered in HCI?,0.5695
3,What does make up the user interface of an interactive computer system?,What are the typical user characteristics considered for interface adaptation in HCI?,0.575
4,What is a User?,How can user profiles be represented in an ontological model for HCI?,0.417
5,How can a user interact in human–computer interactions?,What are the key physical and logical interaction resources considered in HCI?,0.5123
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can ontological reasoning be used to adapt user interfaces for users with disabilities?,0.4583
7,Why does a user intentionally interact with an interactive computer system?,What are the different modalities of input interaction in HCI?,0.4163
8,What does make up a complex user participation?,How can user profiles be represented in an ontological model for HCI?,0.3951
9,What is a human–computer interaction?,What are the key physical and logical interaction resources considered in HCI?,0.5727
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can multimodal systems be designed to support diverse user needs?,0.3962
11,How is a user input processed by an interactive computer system?,What are the different modalities of input interaction in HCI?,0.5632
12,How does a user receive an output from an interactive computer system?,What are the different modalities of output interaction in HCI?,0.4597
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different modalities of input interaction in HCI?,0.5576
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods can be used to evaluate the usability of adaptive interfaces?,0.3779
