,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main interaction modalities between humans and computers?,0.6357
1,What is an interactive software system?,What are the main interaction modalities between humans and computers?,0.509
2,What is a complex interactive computer system?,What are the main interaction modalities between humans and computers?,0.6418
3,What does make up the user interface of an interactive computer system?,What are the main interaction modalities between humans and computers?,0.676
4,What is a User?,"How are user profiles, including physical abilities, modeled in HCI ontologies?",0.3859
5,How can a user interact in human–computer interactions?,What are the main interaction modalities between humans and computers?,0.7728
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main interaction modalities between humans and computers?,0.5713
7,Why does a user intentionally interact with an interactive computer system?,What are the main interaction modalities between humans and computers?,0.5812
8,What does make up a complex user participation?,What are the main interaction modalities between humans and computers?,0.4531
9,What is a human–computer interaction?,What are the main interaction modalities between humans and computers?,0.7861
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main interaction modalities between humans and computers?,0.5281
11,How is a user input processed by an interactive computer system?,What are the main interaction modalities between humans and computers?,0.5425
12,How does a user receive an output from an interactive computer system?,What are the main interaction modalities between humans and computers?,0.4481
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main interaction modalities between humans and computers?,0.5271
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main interaction modalities between humans and computers?,0.4685
