,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary input modalities available for user interaction?,0.4494
1,What is an interactive software system?,How is the reasoning process applied to adapt user interfaces based on an ontology?,0.4333
2,What is a complex interactive computer system?,How are multimodal interfaces defined within the HCI domain?,0.4394
3,What does make up the user interface of an interactive computer system?,What are the primary output modalities available for user interaction?,0.5243
4,What is a User?,What defines the user's profile in an HCI system?,0.506
5,How can a user interact in human–computer interactions?,What are the primary input modalities available for user interaction?,0.5047
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is the reasoning process applied to adapt user interfaces based on an ontology?,0.4747
7,Why does a user intentionally interact with an interactive computer system?,How is the reasoning process applied to adapt user interfaces based on an ontology?,0.4091
8,What does make up a complex user participation?,What rules are used to map user abilities to appropriate interaction modalities?,0.3854
9,What is a human–computer interaction?,How are multimodal interfaces defined within the HCI domain?,0.4338
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can ontology-based systems support personalization and adaptation in HCI?,0.3578
11,How is a user input processed by an interactive computer system?,What are the primary input modalities available for user interaction?,0.5713
12,How does a user receive an output from an interactive computer system?,What are the primary output modalities available for user interaction?,0.499
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary input modalities available for user interaction?,0.5427
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary output modalities available for user interaction?,0.3737
