,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different types of input modalities in an interactive system?,0.6359
1,What is an interactive software system?,What are the different types of input modalities in an interactive system?,0.5781
2,What is a complex interactive computer system?,What are the different types of input modalities in an interactive system?,0.5911
3,What does make up the user interface of an interactive computer system?,What are the different types of input modalities in an interactive system?,0.6622
4,What is a User?,How are user profiles characterized in the interaction ontology?,0.4604
5,How can a user interact in human–computer interactions?,What are the basic interaction modes defined in HCI?,0.5003
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the different types of input modalities in an interactive system?,0.4983
7,Why does a user intentionally interact with an interactive computer system?,How do different user characteristics influence the choice of interaction modalities?,0.4807
8,What does make up a complex user participation?,How do different user characteristics influence the choice of interaction modalities?,0.4766
9,What is a human–computer interaction?,What are the basic interaction modes defined in HCI?,0.5314
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do different user characteristics influence the choice of interaction modalities?,0.495
11,How is a user input processed by an interactive computer system?,What are the different types of input modalities in an interactive system?,0.6962
12,How does a user receive an output from an interactive computer system?,What are the different types of output modalities in an interactive system?,0.6378
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of input modalities in an interactive system?,0.6773
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user feedback incorporated into the adaptation process?,0.3546
