,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the input and output modalities available for human-computer interaction?,0.5508
1,What is an interactive software system?,What are the input and output modalities available for human-computer interaction?,0.4441
2,What is a complex interactive computer system?,What are the input and output modalities available for human-computer interaction?,0.5382
3,What does make up the user interface of an interactive computer system?,What are the input and output modalities available for human-computer interaction?,0.6089
4,What is a User?,What are the different levels of user capabilities and how do they influence the use of HCI modalities?,0.3352
5,How can a user interact in human–computer interactions?,What are the input and output modalities available for human-computer interaction?,0.6054
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can semantic reasoning be applied to infer the most suitable interaction modalities for users?,0.5105
7,Why does a user intentionally interact with an interactive computer system?,How can semantic reasoning be applied to infer the most suitable interaction modalities for users?,0.4693
8,What does make up a complex user participation?,What are the different levels of user capabilities and how do they influence the use of HCI modalities?,0.4661
9,What is a human–computer interaction?,What are the input and output modalities available for human-computer interaction?,0.5963
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can semantic reasoning be applied to infer the most suitable interaction modalities for users?,0.4343
11,How is a user input processed by an interactive computer system?,What are the input and output modalities available for human-computer interaction?,0.6217
12,How does a user receive an output from an interactive computer system?,What are the input and output modalities available for human-computer interaction?,0.5662
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the input and output modalities available for human-computer interaction?,0.6718
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the input and output modalities available for human-computer interaction?,0.4612
