,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,Which input and output modalities are commonly used in human-computer interaction systems?,0.5619
1,What is an interactive software system?,What are the implications of using multimodal interaction systems in HCI?,0.4893
2,What is a complex interactive computer system?,What are the implications of using multimodal interaction systems in HCI?,0.5714
3,What does make up the user interface of an interactive computer system?,Which input and output modalities are commonly used in human-computer interaction systems?,0.6199
4,What is a User?,How can different user profiles be modeled in an HCI ontology?,0.3772
5,How can a user interact in human–computer interactions?,What are the implications of using multimodal interaction systems in HCI?,0.6049
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the implications of using multimodal interaction systems in HCI?,0.5226
7,Why does a user intentionally interact with an interactive computer system?,What are the implications of using multimodal interaction systems in HCI?,0.5791
8,What does make up a complex user participation?,What are the most effective methods for reasoning about user capabilities in HCI?,0.4446
9,What is a human–computer interaction?,What are the implications of using multimodal interaction systems in HCI?,0.5778
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the implications of using multimodal interaction systems in HCI?,0.4075
11,How is a user input processed by an interactive computer system?,Which input and output modalities are commonly used in human-computer interaction systems?,0.6187
12,How does a user receive an output from an interactive computer system?,Which input and output modalities are commonly used in human-computer interaction systems?,0.5568
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,Which input and output modalities are commonly used in human-computer interaction systems?,0.6579
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the most effective methods for reasoning about user capabilities in HCI?,0.4187
