,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can multimodality improve user interaction with computing systems?,0.5584
1,What is an interactive software system?,How can multimodality improve user interaction with computing systems?,0.4948
2,What is a complex interactive computer system?,How can multimodality improve user interaction with computing systems?,0.5464
3,What does make up the user interface of an interactive computer system?,What are the essential user characteristics that influence human-computer interaction modalities?,0.6414
4,What is a User?,What are the essential user characteristics that influence human-computer interaction modalities?,0.4331
5,How can a user interact in human–computer interactions?,What are the essential user characteristics that influence human-computer interaction modalities?,0.7015
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can multimodality improve user interaction with computing systems?,0.5936
7,Why does a user intentionally interact with an interactive computer system?,How can multimodality improve user interaction with computing systems?,0.5753
8,What does make up a complex user participation?,What are the essential user characteristics that influence human-computer interaction modalities?,0.5449
9,What is a human–computer interaction?,What are the essential user characteristics that influence human-computer interaction modalities?,0.6334
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the essential user characteristics that influence human-computer interaction modalities?,0.5824
11,How is a user input processed by an interactive computer system?,How can multimodality improve user interaction with computing systems?,0.5183
12,How does a user receive an output from an interactive computer system?,What are the different types of input and output devices used in HCI?,0.4651
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of input and output devices used in HCI?,0.5145
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential user characteristics that influence human-computer interaction modalities?,0.4982
