,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.7684
1,What is an interactive software system?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.7071
2,What is a complex interactive computer system?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.765
3,What does make up the user interface of an interactive computer system?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.7966
4,What is a User?,What role do user profiles play in adapting user interfaces?,0.4271
5,How can a user interact in human–computer interactions?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.6723
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.5996
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.6145
8,What does make up a complex user participation?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.4749
9,What is a human–computer interaction?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.736
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.4385
11,How is a user input processed by an interactive computer system?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.6526
12,How does a user receive an output from an interactive computer system?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.5438
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.6353
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of an interactive system in Human-Computer Interaction (HCI)?,0.4642
