,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key interaction modalities involved in human-computer interaction?,0.6149
1,What is an interactive software system?,What are the key interaction modalities involved in human-computer interaction?,0.5243
2,What is a complex interactive computer system?,What are the key interaction modalities involved in human-computer interaction?,0.6335
3,What does make up the user interface of an interactive computer system?,What are the key interaction modalities involved in human-computer interaction?,0.6748
4,What is a User?,How can user profiles be modeled to adapt user interfaces effectively?,0.3716
5,How can a user interact in human–computer interactions?,What are the key interaction modalities involved in human-computer interaction?,0.7786
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key interaction modalities involved in human-computer interaction?,0.5757
7,Why does a user intentionally interact with an interactive computer system?,What are the key interaction modalities involved in human-computer interaction?,0.5765
8,What does make up a complex user participation?,What are the key interaction modalities involved in human-computer interaction?,0.499
9,What is a human–computer interaction?,What are the key interaction modalities involved in human-computer interaction?,0.7715
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the key interaction modalities involved in human-computer interaction?,0.5434
11,How is a user input processed by an interactive computer system?,What are the key interaction modalities involved in human-computer interaction?,0.5457
12,How does a user receive an output from an interactive computer system?,What types of physical devices are used for input and output in HCI systems?,0.4692
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key interaction modalities involved in human-computer interaction?,0.5172
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key interaction modalities involved in human-computer interaction?,0.5004
