,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.5622
1,What is an interactive software system?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.507
2,What is a complex interactive computer system?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.6216
3,What does make up the user interface of an interactive computer system?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.6359
4,What is a User?,How are user profiles modeled within an HCI ontology?,0.398
5,How can a user interact in human–computer interactions?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.6714
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.4784
7,Why does a user intentionally interact with an interactive computer system?,How does multimodality contribute to HCI system design?,0.4942
8,What does make up a complex user participation?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.4572
9,What is a human–computer interaction?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.7244
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user characteristics influence the adaptive user interface design in HCI?,0.4309
11,How is a user input processed by an interactive computer system?,What are the primary input and output interaction components in HCI?,0.5585
12,How does a user receive an output from an interactive computer system?,What are the primary input and output interaction components in HCI?,0.5111
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary input and output interaction components in HCI?,0.6006
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the different modes of interaction in Human-Computer Interaction (HCI)?,0.4359
