,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different types of interaction components in HCI?,0.494
1,What is an interactive software system?,What are the different types of interaction components in HCI?,0.4439
2,What is a complex interactive computer system?,What are the different types of interaction components in HCI?,0.5534
3,What does make up the user interface of an interactive computer system?,What are the different types of interaction components in HCI?,0.5639
4,What is a User?,How can user profiles be modeled in the context of adaptive user interfaces?,0.395
5,How can a user interact in human–computer interactions?,What are the different types of interaction components in HCI?,0.5324
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do user characteristics influence the generation of adaptive user interfaces?,0.4219
7,Why does a user intentionally interact with an interactive computer system?,How do user characteristics influence the generation of adaptive user interfaces?,0.4405
8,What does make up a complex user participation?,How do user characteristics influence the generation of adaptive user interfaces?,0.4221
9,What is a human–computer interaction?,What are the different types of interaction components in HCI?,0.5457
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user characteristics influence the generation of adaptive user interfaces?,0.4209
11,How is a user input processed by an interactive computer system?,What rules determine the adaptation of input modalities based on user characteristics?,0.4674
12,How does a user receive an output from an interactive computer system?,How are output modalities adapted for users with different sensory capabilities?,0.3748
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What rules determine the adaptation of input modalities based on user characteristics?,0.4733
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do user characteristics influence the generation of adaptive user interfaces?,0.3899
