,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary types of users involved in human-computer interaction?,0.5885
1,What is an interactive software system?,What are the primary types of users involved in human-computer interaction?,0.5115
2,What is a complex interactive computer system?,What are the primary types of users involved in human-computer interaction?,0.5794
3,What does make up the user interface of an interactive computer system?,What are the primary types of users involved in human-computer interaction?,0.6484
4,What is a User?,What are the primary types of users involved in human-computer interaction?,0.5254
5,How can a user interact in human–computer interactions?,What are the primary types of users involved in human-computer interaction?,0.7608
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary types of users involved in human-computer interaction?,0.5649
7,Why does a user intentionally interact with an interactive computer system?,What are the primary types of users involved in human-computer interaction?,0.5783
8,What does make up a complex user participation?,What are the primary types of users involved in human-computer interaction?,0.5818
9,What is a human–computer interaction?,What are the primary types of users involved in human-computer interaction?,0.7138
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary types of users involved in human-computer interaction?,0.6044
11,How is a user input processed by an interactive computer system?,What are the primary types of users involved in human-computer interaction?,0.5131
12,How does a user receive an output from an interactive computer system?,How do physical devices interact with input and output modalities in HCI systems?,0.4685
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do physical devices interact with input and output modalities in HCI systems?,0.5356
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary types of users involved in human-computer interaction?,0.4057
