,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What modalities are available for user input and output interaction?,0.4848
1,What is an interactive software system?,What modalities are available for user input and output interaction?,0.4204
2,What is a complex interactive computer system?,What types of physical and logical interaction components are included in an HCI ontology?,0.4831
3,What does make up the user interface of an interactive computer system?,What modalities are available for user input and output interaction?,0.5606
4,What is a User?,What are the key characteristics that define user profiles in HCI?,0.4662
5,How can a user interact in human–computer interactions?,What modalities are available for user input and output interaction?,0.5222
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does the proposed ontology ensure that all users are able to interact with the system using at least one modality?,0.488
7,Why does a user intentionally interact with an interactive computer system?,How does the proposed ontology ensure that all users are able to interact with the system using at least one modality?,0.4683
8,What does make up a complex user participation?,What are the key characteristics that define user profiles in HCI?,0.454
9,What is a human–computer interaction?,What types of physical and logical interaction components are included in an HCI ontology?,0.4689
10,"Considering the human–computer interaction, how can a user participation cause another user participation?","How can different levels of user capacity (e.g., good, moderate, low, severe) affect interaction modalities?",0.3935
11,How is a user input processed by an interactive computer system?,What modalities are available for user input and output interaction?,0.6251
12,How does a user receive an output from an interactive computer system?,What modalities are available for user input and output interaction?,0.5532
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What modalities are available for user input and output interaction?,0.6563
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user sensory and motor capabilities be represented in an HCI ontology?,0.3546
