,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How does multimodal interaction enhance user experience in HCI systems?,0.5111
1,What is an interactive software system?,How does multimodal interaction enhance user experience in HCI systems?,0.4722
2,What is a complex interactive computer system?,How does multimodal interaction enhance user experience in HCI systems?,0.5317
3,What does make up the user interface of an interactive computer system?,How does multimodal interaction enhance user experience in HCI systems?,0.5836
4,What is a User?,How can user characteristics influence the selection of interaction modalities?,0.3242
5,How can a user interact in human–computer interactions?,How does multimodal interaction enhance user experience in HCI systems?,0.6394
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does multimodal interaction enhance user experience in HCI systems?,0.5177
7,Why does a user intentionally interact with an interactive computer system?,How does multimodal interaction enhance user experience in HCI systems?,0.5664
8,What does make up a complex user participation?,How can user characteristics influence the selection of interaction modalities?,0.4611
9,What is a human–computer interaction?,How does multimodal interaction enhance user experience in HCI systems?,0.5708
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence the selection of interaction modalities?,0.4905
11,How is a user input processed by an interactive computer system?,How does multimodal interaction enhance user experience in HCI systems?,0.4797
12,How does a user receive an output from an interactive computer system?,How does multimodal interaction enhance user experience in HCI systems?,0.4034
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does multimodal interaction enhance user experience in HCI systems?,0.4539
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How does multimodal interaction enhance user experience in HCI systems?,0.4251
