,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How do interaction ontologies handle multimodal systems?,0.5107
1,What is an interactive software system?,How do interaction ontologies handle multimodal systems?,0.5035
2,What is a complex interactive computer system?,How do interaction ontologies handle multimodal systems?,0.5284
3,What does make up the user interface of an interactive computer system?,How is the reasoning engine utilized in adapting user interfaces?,0.527
4,What is a User?,How can user characteristics influence the adaptation of user interfaces?,0.3452
5,How can a user interact in human–computer interactions?,How do interaction ontologies handle multimodal systems?,0.5387
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do interaction ontologies handle multimodal systems?,0.5078
7,Why does a user intentionally interact with an interactive computer system?,How do interaction ontologies handle multimodal systems?,0.4878
8,What does make up a complex user participation?,What are the main components of an interaction ontology in HCI?,0.3896
9,What is a human–computer interaction?,What are the main components of an interaction ontology in HCI?,0.5001
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence the adaptation of user interfaces?,0.4385
11,How is a user input processed by an interactive computer system?,How is the reasoning engine utilized in adapting user interfaces?,0.466
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities are defined in interaction ontologies?,0.4155
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are defined in interaction ontologies?,0.4937
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is the reasoning engine utilized in adapting user interfaces?,0.3717
