,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key factors in designing multimodal systems for HCI?,0.4817
1,What is an interactive software system?,What are the key factors in designing multimodal systems for HCI?,0.4239
2,What is a complex interactive computer system?,What are the key factors in designing multimodal systems for HCI?,0.5387
3,What does make up the user interface of an interactive computer system?,How can user characteristics influence the selection of interaction modalities in HCI?,0.5426
4,What is a User?,What role does user profile play in adaptive user interface design?,0.4177
5,How can a user interact in human–computer interactions?,How can user characteristics influence the selection of interaction modalities in HCI?,0.5738
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user characteristics influence the selection of interaction modalities in HCI?,0.468
7,Why does a user intentionally interact with an interactive computer system?,How can user characteristics influence the selection of interaction modalities in HCI?,0.5239
8,What does make up a complex user participation?,How can user characteristics influence the selection of interaction modalities in HCI?,0.4601
9,What is a human–computer interaction?,What are the key factors in designing multimodal systems for HCI?,0.503
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence the selection of interaction modalities in HCI?,0.4884
11,How is a user input processed by an interactive computer system?,How do input and output modalities differ in HCI?,0.4109
12,How does a user receive an output from an interactive computer system?,How do input and output modalities differ in HCI?,0.3911
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input and output modalities differ in HCI?,0.4755
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can the usability of a user interface be evaluated for users with different abilities?,0.4988
