,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core concepts related to user profiles in a Human-Computer Interaction system?,0.4947
1,What is an interactive software system?,How are user preferences and skills incorporated into adaptive HCI systems?,0.4309
2,What is a complex interactive computer system?,How are different interaction modalities defined and categorized in an HCI system?,0.493
3,What does make up the user interface of an interactive computer system?,What are the core concepts related to user profiles in a Human-Computer Interaction system?,0.5913
4,What is a User?,What are the core concepts related to user profiles in a Human-Computer Interaction system?,0.4962
5,How can a user interact in human–computer interactions?,What are the core concepts related to user profiles in a Human-Computer Interaction system?,0.5494
6,"Considering intentionality, how can a user interact with an interactive computer system?",What logical relations exist between user characteristics and interaction modalities?,0.4528
7,Why does a user intentionally interact with an interactive computer system?,What are the core concepts related to user profiles in a Human-Computer Interaction system?,0.4606
8,What does make up a complex user participation?,What are the core concepts related to user profiles in a Human-Computer Interaction system?,0.4833
9,What is a human–computer interaction?,What are the core concepts related to user profiles in a Human-Computer Interaction system?,0.5039
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What logical relations exist between user characteristics and interaction modalities?,0.4358
11,How is a user input processed by an interactive computer system?,In what ways can user input be collected and categorized within an HCI framework?,0.5204
12,How does a user receive an output from an interactive computer system?,How are output modalities represented and utilized in an HCI system?,0.4751
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,In what ways can user input be collected and categorized within an HCI framework?,0.5002
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How are user preferences and skills incorporated into adaptive HCI systems?,0.4163
