,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the fundamental components of an interactive system in the HCI domain?,0.7265
1,What is an interactive software system?,What are the fundamental components of an interactive system in the HCI domain?,0.6658
2,What is a complex interactive computer system?,What are the fundamental components of an interactive system in the HCI domain?,0.7405
3,What does make up the user interface of an interactive computer system?,What are the fundamental components of an interactive system in the HCI domain?,0.7459
4,What is a User?,How are user profiles and characteristics represented in HCI ontology?,0.4302
5,How can a user interact in human–computer interactions?,What are the fundamental components of an interactive system in the HCI domain?,0.5639
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the fundamental components of an interactive system in the HCI domain?,0.5558
7,Why does a user intentionally interact with an interactive computer system?,What are the fundamental components of an interactive system in the HCI domain?,0.5742
8,What does make up a complex user participation?,How does the system accommodate users with varying levels of motor skills?,0.4763
9,What is a human–computer interaction?,What are the fundamental components of an interactive system in the HCI domain?,0.6198
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does the system accommodate users with varying levels of motor skills?,0.4443
11,How is a user input processed by an interactive computer system?,What are the fundamental components of an interactive system in the HCI domain?,0.618
12,How does a user receive an output from an interactive computer system?,How does the system decide the appropriate input and output modalities for a specific user?,0.5431
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the system decide the appropriate input and output modalities for a specific user?,0.6388
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the fundamental components of an interactive system in the HCI domain?,0.416
