,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What ontological concepts are used to model interaction components within an HCI system?,0.55
1,What is an interactive software system?,What ontological concepts are used to model interaction components within an HCI system?,0.5381
2,What is a complex interactive computer system?,What ontological concepts are used to model interaction components within an HCI system?,0.5969
3,What does make up the user interface of an interactive computer system?,What are the core components of human-computer interaction (HCI) in the context of adaptive systems?,0.5963
4,What is a User?,How can ontological reasoning be used to generate adaptive user interfaces based on user profiles?,0.3537
5,How can a user interact in human–computer interactions?,What role does the user's physical device play in determining the interaction modalities available to them?,0.5849
6,"Considering intentionality, how can a user interact with an interactive computer system?",What role does the user's physical device play in determining the interaction modalities available to them?,0.5265
7,Why does a user intentionally interact with an interactive computer system?,What role does the user's physical device play in determining the interaction modalities available to them?,0.5352
8,What does make up a complex user participation?,What role does the user's physical device play in determining the interaction modalities available to them?,0.4351
9,What is a human–computer interaction?,What are the core components of human-computer interaction (HCI) in the context of adaptive systems?,0.6361
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What role does the user's physical device play in determining the interaction modalities available to them?,0.4457
11,How is a user input processed by an interactive computer system?,What role does the user's physical device play in determining the interaction modalities available to them?,0.4902
12,How does a user receive an output from an interactive computer system?,What role does the user's physical device play in determining the interaction modalities available to them?,0.4484
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What role does the user's physical device play in determining the interaction modalities available to them?,0.4893
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of human-computer interaction (HCI) in the context of adaptive systems?,0.4458
