,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can the interaction ontology support multimodal systems design?,0.4942
1,What is an interactive software system?,How can the interaction ontology support multimodal systems design?,0.4831
2,What is a complex interactive computer system?,How can the interaction ontology support multimodal systems design?,0.5203
3,What does make up the user interface of an interactive computer system?,How do physical and sensory capabilities of users affect their interaction modes?,0.5193
4,What is a User?,How is user modeling incorporated into the interaction ontology for interface personalization?,0.3925
5,How can a user interact in human–computer interactions?,How do physical and sensory capabilities of users affect their interaction modes?,0.5795
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do physical and sensory capabilities of users affect their interaction modes?,0.4753
7,Why does a user intentionally interact with an interactive computer system?,How do physical and sensory capabilities of users affect their interaction modes?,0.4939
8,What does make up a complex user participation?,How do physical and sensory capabilities of users affect their interaction modes?,0.4722
9,What is a human–computer interaction?,What are the essential components of the interaction ontology in HCI?,0.4819
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence the selection of interaction modalities?,0.4905
11,How is a user input processed by an interactive computer system?,What input modalities are most commonly used in adaptive user interfaces?,0.4678
12,How does a user receive an output from an interactive computer system?,What are the typical output modalities used in crafting adaptive user interfaces?,0.3752
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What input modalities are most commonly used in adaptive user interfaces?,0.4408
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do physical and sensory capabilities of users affect their interaction modes?,0.3986
