,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of human-computer interaction (HCI)?,0.5672
1,What is an interactive software system?,How does the HCI ontology handle multimodal interaction systems?,0.4975
2,What is a complex interactive computer system?,What are the core components of human-computer interaction (HCI)?,0.6202
3,What does make up the user interface of an interactive computer system?,What are the core components of human-computer interaction (HCI)?,0.6364
4,What is a User?,How can user characteristics be modeled in an HCI ontology?,0.4378
5,How can a user interact in human–computer interactions?,What are the core components of human-computer interaction (HCI)?,0.6285
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does the HCI ontology handle multimodal interaction systems?,0.4921
7,Why does a user intentionally interact with an interactive computer system?,How does the HCI ontology handle multimodal interaction systems?,0.4786
8,What does make up a complex user participation?,What are the relationships between user characteristics and interaction modalities in HCI?,0.4879
9,What is a human–computer interaction?,What are the core components of human-computer interaction (HCI)?,0.7207
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the relationships between user characteristics and interaction modalities in HCI?,0.4746
11,How is a user input processed by an interactive computer system?,What types of input modalities are available for users in HCI?,0.4753
12,How does a user receive an output from an interactive computer system?,What types of output modalities are available for users in HCI?,0.4239
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input modalities are available for users in HCI?,0.4576
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of human-computer interaction (HCI)?,0.4559
