,genCQs,best_expertCQs,best_cos_score
0,What are the main challenges faced in the practical application of Requirements Engineering (RE) in industry?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4112
1,How has the gap between research and practice in RE been addressed over the past decade?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5562
2,What kind of questions should be asked to understand RE practice in industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4355
3,What evidence is available about current RE practices in industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5759
4,What further evidence is needed to better understand RE practice?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4057
5,What typical findings have been reported by recent empirical studies on RE in Germany and Australia?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5064
6,What are the broad themes identified in large-scale empirical studies on RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5788
7,How is empirical research in RE different from empirical research in other fields of software engineering?,How many empirical studies are by authors working for large software development companies?,0.6591
8,What methodologies are commonly used in empirical studies on RE?,How often are which empirical methods used?,0.7204
9,What are the critical success factors for adopting RE practices in industry?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.5403
10,How does the adoption of RE practices differ between small and medium enterprises (SMEs) and large corporations?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.4571
11,"How do different empirical research designs (qualitative, quantitative, mixed methods) contribute to our understanding of RE practice?",What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5665
12,How has the understanding of RE problems evolved over time?,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",0.4715
13,What role do case studies play in empirical research on RE?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6816
14,What is the significance of user involvement in the success of RE projects?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.3889
15,What factors influence the successful implementation of RE in multi-site development projects?,How many theories from the SE and RE are there?,0.4172
16,How does RE process improvement impact project outcomes in different industries?,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,0.3625
17,What are the common problems encountered in RE processes across different types of projects?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.3262
18,How do organizational factors affect RE practice and outcomes?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4179
19,What are the best practices identified in empirical studies for managing requirements volatility?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4647
20,How have empirical studies contributed to the development of RE methodologies and tools?,How has the number of empirical methods used per publication evolved over time?,0.631
21,What are the standard terminologies and metrics used in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7308
22,How do cultural differences influence the findings of empirical studies on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5324
23,What are the implications of RE problems for project success in the software industry?,How many empirical studies are by authors working for large software development companies?,0.4332
24,How is RE practice linked to project productivity and quality?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4414
25,What methodological challenges are faced when conducting empirical research on RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6275
26,How does the application domain knowledge of RE teams impact project outcomes?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.3706
27,What is the role of certification schemes in standardizing RE practices?,How has the use of standards to describe the theories incorporated evolved over time?,0.4607
