,genCQs,best_expertCQs,best_cos_score
0,What is the state of the art in empirical studies of Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5308
1,What is the strength of empirical evidence in empirical requirement engineering literature?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5524
2,Which era of RE research has shown maximum progress in terms of new advances?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6056
3,Which country is frequently involved in RE research and in which era did these countries show maximum progress?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5438
4,In which context have empirical studies of RE been carried out over the period of RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7155
5,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.708
6,What types of interventions have been proposed or investigated in RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5412
7,In which channels are the empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7048
8,"How are the research method, type, intervention, and domains related to RE core areas?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.542
9,Which research method is frequently used in primary studies?,How often are which statistical methods used?,0.6637
10,What kind of research participants are frequently involved in primary studies?,How often are those who conduct the studies also the authors of the papers?,0.6333
11,Which data collection method is frequently used in the investigation of research in primary studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5743
12,What is the frequency of different research types of primary studies?,How often are those who conduct the studies also the authors of the papers?,0.6418
13,How rigorous is the reported research in different RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6022
14,What are the emerging areas in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7182
15,How has the interest in non-functional requirements as an emerging area evolved over the years?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.4543
16,What is the distribution of empirical RE studies in various domains?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7222
17,How have different domains shown activity in empirical RE research over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7775
18,How have research trends in requirements validation and verification evolved over time?,How has the reporting of research questions and answers evolved over time?,0.5258
19,What is the trend of proposing new interventions in empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6131
20,"What types of interventions (e.g., guidelines, techniques, or processes) are frequently proposed in empirical RE research?","""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6469
21,Which specific interventions have been evaluated in RE empirical studies?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5994
22,How many empirical RE studies focus on requirements elicitation?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5293
23,How many empirical RE studies focus on requirements analysis?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5991
24,How many empirical RE studies focus on RE processes?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6733
25,How many empirical RE studies focus on requirements specification?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5752
26,How many empirical RE studies focus on requirements planning and management?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5427
27,How many empirical RE studies focus on practical considerations of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6665
28,"How many empirical RE studies focus on requirements verification, validation, or evaluation?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6071
29,How many empirical RE studies focus on fundamental aspects of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7049
30,What are the sub-areas in empirical RE research and their respective research activity?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7661
31,How have the identified sub-areas in empirical RE research evolved over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.8085
32,What are the specific challenges related to requirements articulation in RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4794
